,Location,Month,OriginalTweet,Country,Cleaned_Tweet,TweetAt
12443,,Mar,Some grocery stores are holding special hours for seniors amp people with disabilities If you know of more comment below Grateful for our grocery store workers who are working around the clock to restock shelves keep their store clean amp help our community,Italia,some grocery stores are holding special hours for seniors amp people with disabilities if you know of more comment below grateful for our grocery store workers who are working around the clock to restock shelves keep their store clean amp help our community,2020-03-21
5880,Manchester UK,Mar,"@UnicornGrocery really shocked that your customers are as greedy as others and stockpiling. You should refuse to let buy anything. Visiting a vegan grocery store does not make you ethical, your behaviour does. #stockpiling #coronavirus #greed #Chorlton",United Kingdom,unicorngrocery really shocked that your customers are as greedy as others and stockpiling you should refuse to let buy anything visiting a vegan grocery store does not make you ethical your behaviour does stockpiling coronavirus greed chorlton,2020-03-19
766,Sth Gippsland,Mar,The breakfast program at my kids school is suspended from tomorrow cos the volunteers can t source any bread For some kids this is a real life saver the only food they might get until lunchtime,Australia,the breakfast program at my kids school is suspended from tomorrow cos the volunteers can t source any bread for some kids this is a real life saver the only food they might get until lunchtime,2020-03-17
4480,"Washington, DC",Mar,"Price gouging and other illegal scams are common during emergencies like #COVID19. 

Learn what your AG is doing to protect consumers at https://t.co/8AsfML1VOj. https://t.co/hGIXDxM67f",United States,price gouging and other illegal scams are common during emergencies like   learn what your ag is doing to protect consumers at  ,2020-03-18
23370,"Los Angeles, CA",Mar,SAS says restoring balance to the consumer goods supply chain will require changes in forecasting amp demand planning by retailers CPG companies Read his tips in,United States,sas says restoring balance to the consumer goods supply chain will require changes in forecasting amp demand planning by retailers cpg companies read his tips in,2020-03-26
9513,Email: richard@coilpod.com,Mar,Electric cost in #restaurants hit by #coronavirus restrictions can be cut if staff do #refrigeration coil cleaning using our https://t.co/n4FzNMMSH7. See demo video at https://t.co/i7uIizConB . #Cstores #pizzerias #grocery https://t.co/LOHvcsPlcB,,electric cost in restaurants hit by coronavirus restrictions can be cut if staff do refrigeration coil cleaning using our  see demo video at   cstores pizzerias grocery ,2020-03-20
11915,Sydney ?? m&m's gang,Mar,"At this point I'm pretty sure it's not COVID-19, but a case was confirmed at Castle Towers, which is a shopping centre down the road from my house and I'm there nearly every day. I also still had to travel out to uni on Monday before it changed to online. So im being careful",United States,at this point im pretty sure its not   but a case was confirmed at castle towers which is a shopping centre down the road from my house and im there nearly every day i also still had to travel out to uni on monday before it changed to online so im being careful,2020-03-20
21746,"Bugolobi, Kampala-Uganda",Mar,"Four traders have been arrested in Koboko town in Northern Uganda for increasing the prices of their commodities- a packet of salt from Shs 800 to Shs 5,000.
#coronavirus  #COVID19 #COVIDUG",Uganda,four traders have been arrested in koboko town in northern uganda for increasing the prices of their commodities a packet of salt from shs   to shs      covidug,2020-03-25
8291,United Kingdom,Mar,@lima2001 @JaneHornick Suppliers haven't increased their prices so why are some retail outlets cashing in on Covid-19?,United Kingdom,  janehornick suppliers havent increased their prices so why are some retail outlets cashing in on  ,2020-03-19
24741,Los Angeles,Mar,Grocery store loses $35K in food after woman's coronavirus prank https://t.co/apkPjckvPK #StupidIsAsStupidDoes #coronavirus #virus #Pennsylvania #Gerrityssupermarket #supermarket #hoarding #food #waste #pandemic #China #TrumpVirus #TrumpIncompetence #TrumpJoke #TrumpSucks,United States,grocery store loses   in food after womans coronavirus prank  stupidisasstupiddoes coronavirus virus pennsylvania gerrityssupermarket supermarket hoarding food waste pandemic china trumpvirus trumpincompetence trumpjoke trumpsucks,2020-03-27
20758,"Mumbai, India",Mar,Just came across this news link It s informative,India,just came across this news link it s informative,2020-03-25
10449,"Ottawa Ontario, Canada",Mar,@Oldies1077 Yes COVID-19 does play into the the gas prices a little but the main reason is because of a oil war between Iran and Russia. Hey I could be wrong but that's what I heard.,Canada,  yes   does play into the the gas prices a little but the main reason is because of a oil war between iran and russia hey i could be wrong but thats what i heard,2020-03-20
130,United States,Mar,FYI it s called the not the Chinese Virus Notice nasty mentions supporting industries to help his stock market trump s still trying to CUT Medicare amp Social Security benefits food stamps AND remove pre existing conditions coverage from ACA,United States,fyi it s called the not the chinese virus notice nasty mentions supporting industries to help his stock market trump s still trying to cut medicare amp social security benefits food stamps and remove pre existing conditions coverage from aca,2020-03-16
19003,,Mar, Why is a Gujarat based firm being provided a MONOPOLY on testing kits by suddenly tweaking guidelines overnight  Why are 18 firms who can produce testing kits for very CHEAP prices being blocked by these sudden new guidelines,Italia, why is a gujarat based firm being provided a monopoly on testing kits by suddenly tweaking guidelines overnight  why are   firms who can produce testing kits for very cheap prices being blocked by these sudden new guidelines,2020-03-24
20680,Alberta,Mar,"Oilpatch faces bleak outlook, calls for government bailout grow louder https://t.co/nrRaAFOoPT",Canada,oilpatch faces bleak outlook calls for government bailout grow louder ,2020-03-25
2912,NYC metro,Mar,"PSA: Ppl working in restaurants (pick up and/or delivery) and grocery stores are already facing higher risk of exposure for our benefit. Be kind and use credit cards to pay

#coronavirus #COVID19 

https://t.co/vDJpeKrap1",United States,psa ppl working in restaurants pick up andor delivery and grocery stores are already facing higher risk of exposure for our benefit be kind and use credit cards to paycoronavirus   ,2020-03-18
14793,"Berks/Bucks, England",Mar,"Priority supermarket hours for the elderly, vulnerable, NHS staff, Social Care and emergency service workers. 
#COVID?19 #Coronavirus https://t.co/aLr6VjlO87",,priority supermarket hours for the elderly vulnerable nhs staff social care and emergency service workers   coronavirus ,2020-03-22
13141,centered,Mar,Went to the supermarket today and all I wanted to do was kill myself. Happy times! #coronavirus,United States,went to the supermarket today and all i wanted to do was kill myself happy times coronavirus,2020-03-21
20004,Ballarat Melbourne Geelong,Mar,Property industry: Virus no threat to house prices - MacroBusiness https://t.co/uMZ7gKT1jc #coronavirus https://t.co/JKRTOPENOB,,property industry virus no threat to house prices  macrobusiness  coronavirus ,2020-03-24
12412,"Toronto, Canada",Mar,"Last night two Dumb Things were done in my neighborhood: a rock through the grocery store window (not a robbery, just vandalism) and also this burnt-out armchair? Not at all usual shenanigans.
.
.
.
#covid_19 https://t.co/iGd0dT9lHk",Canada,last night two dumb things were done in my neighborhood a rock through the grocery store window not a robbery just vandalism and also this burntout armchair not at all usual   ,2020-03-21
1443,"Dallas, TX",Mar,Heartbreaking! this is my grocery store #coronavirus https://t.co/bNa9f4PpMv,United States,heartbreaking this is my grocery store coronavirus ,2020-03-17
21166,"Humber Region, England",Mar,Humber's 'Mr McDonald's' on his primary aim to 'stay solvent and get to the other side' after restaurants closed by #coronavirus https://t.co/re2kN4CrZm https://t.co/Lqko0o3AAw,,humbers mr mcdonalds on his primary aim to stay solvent and get to the other side after restaurants closed by coronavirus  ,2020-03-25
12995,Derbyshire,Mar,Every supermarket in the land needs to implement a delivery system Hospitality staff need to become delivery drivers,United Kingdom,every supermarket in the land needs to implement a delivery system hospitality staff need to become delivery drivers,2020-03-21
13980,"London, England",Mar,"Come on London, instead of panic buying food, spend the time checking with ur neighbours, some will be isolated at home due to their age &amp; some will have lost their jobs.

Offer them some of your food, you already have plenty and if we don't panic we'll all be fine

#coronavirus",United Kingdom,come on london instead of panic buying food spend the time checking with ur neighbours some will be isolated at home due to their age amp some will have lost their jobsoffer them some of your food you already have plenty and if we dont panic well all be finecoronavirus,2020-03-21
1336,Castle Donington,Mar,"Community Notice! In the wake of the #Coronavirus chaos, iHomeCCTV is reaching out to offer Castle Donington residents a #FREE home grocery delivery service for anyone who is self-isolating or in quarantine. We will sanitise before and after each drop-off. Message for details! https://t.co/h4eoVJSHw6",United Kingdom,community notice in the wake of the coronavirus chaos ihomecctv is reaching out to offer castle donington residents a free home grocery delivery service for anyone who is selfisolating or in quarantine we will sanitise before and after each dropoff message for details ,2020-03-17
18222,New York,Mar,19 Get protected face masks on stock in   regular prices,United States,  get protected face masks on stock in   regular prices,2020-03-23
19246,"Toronto, Canada",Mar,"Quoted in this Canadian Grocer article #retail #grocery #covid19 #food #communications
https://t.co/512A91EoPS",Canada,quoted in this canadian grocer article retail grocery   food communications,2020-03-24
9895,"England, United Kingdom",Mar,"In one final attempt to ensure as many people die as possible, lots of pubs in my area are having a party tonight with special offers on prices with free pool and jukebox #Thanet #Covid_19 #COVID19 #coronavirus #pubclosures #shutdownuk @BorisJohnson @AngryBritain #fuckingidiots",United Kingdom,in one final attempt to ensure as many people die as possible lots of pubs in my area are having a party tonight with special offers on prices with free pool and jukebox thanet     coronavirus pubclosures shutdownuk borisjohnson angrybritain fuckingidiots,2020-03-20
6441,"Redondo Beach, CA",Mar,Governor this is your fault Close the damn beaches NOW While we re in NY not even going to the grocery store unless necessary you re leaving the beaches open to infect thousands more,United States,governor this is your fault close the damn beaches now while we re in ny not even going to the grocery store unless necessary you re leaving the beaches open to infect thousands more,2020-03-19
23851,Worldwide. Read my website to learn more. Edith Elite Companion.,Mar,"I'm going out to the supermarket .... do you need something?

#animal #animals #cats #cat #coronavirus #ThursdayThoughts #ThursdayMotivation #thursdayvibes https://t.co/7TnKJwBzAD",,im going out to the supermarket  do you need somethinganimal animals cats cat coronavirus thursdaythoughts thursdaymotivation thursdayvibes ,2020-03-26
3736,Edmonton,Mar,"#storeclerks
#coronavirus 
#COVID19 
We will look back and it will be the grocery store clerks as the unsung heroes of this pandemic.
#GroceryStoreClerksStaySafe",Canada,storeclerkscoronavirus   we will look back and it will be the grocery store clerks as the unsung heroes of this pandemicgrocerystoreclerksstaysafe,2020-03-18
15263,India,Mar,#COVID19: FMCG firms reduce hand sanitizer prices as per govt's order https://t.co/mq1viQ9JGN,India,  fmcg firms reduce hand sanitizer prices as per govts order ,2020-03-22
1779,"Pasadena, CA",Mar,"Another #coronavirus casualty: T Phillips Alehouse &amp; Grill in Monrovia CA is closing  indefinitely as of 6pm tonight. Employees had no warning, but owner is trying to find spots for them at the grocery store they also own. ?",United States,another coronavirus casualty t phillips alehouse amp grill in monrovia ca is closing  indefinitely as of   tonight employees had no warning but owner is trying to find spots for them at the grocery store they also own ,2020-03-17
12234,India,Mar,Russia consumer rights watchdog Rospotrebnadzor reveals images of the new the genome of which was deciphered by Russian scientists Its particle size is 100 120 nanometers Images were taken by negative contrast method on a JEM 1400 transmission electron microscope,India,russia consumer rights watchdog rospotrebnadzor reveals images of the new the genome of which was deciphered by russian scientists its particle size is     nanometers images were taken by negative contrast method on a jem   transmission electron microscope,2020-03-21
9589,1 Au from Solis,Mar,Scammers are using illegal robocalls to pitch everything from scam treatments to work at home schemes As annoying as these unwanted calls may be DON T PRESS ANY NUMBERS Just hang up Learn more 7 8,,scammers are using illegal robocalls to pitch everything from scam treatments to work at home schemes as annoying as these unwanted calls may be don t press any numbers just hang up learn more    ,2020-03-20
27753,"Kitchener, Ontario",Mar,Challenging times for veterinarians Panic buying of dog food shortages of personal protective equipment and reduced staff numbers have plagued veterinarian clinics across Waterloo Region amid the outbreak of COVID 19,Canada,challenging times for veterinarians panic buying of dog food shortages of personal protective equipment and reduced staff numbers have plagued veterinarian clinics across waterloo region amid the outbreak of covid  ,2020-03-04
27487,"Albany,  NY Area",Mar,"Apps like GrubHub, DoorDash, Instacart and other food delivery services sell demand to food sellers. What happens when that demand skyrockets due to COVID-19? https://t.co/rjEUXoFFXZ

#contentmarketing #demandgeneration #demandgen #COVID19 #coronavirus #grubhub #instacart https://t.co/JWIsbCTqmz",United States,apps like grubhub doordash instacart and other food delivery services sell demand to food sellers what happens when that demand skyrockets due to   contentmarketing demandgeneration demandgen   coronavirus grubhub instacart ,2020-03-04
12489,"Auckland, NZ",Mar,"Weekly shop at supermarket. 

We need toilet paper.

But I don't want to be one of THOSE people. Uh-oh. Damn you covid-19! What have you made us?",New Zealand / Aotearoa,weekly shop at supermarket we need toilet paperbut i dont want to be one of those people uhoh damn you   what have you made us,2020-03-21
941,"New Orleans, Louisiana",Mar,"#ATTENTION For any seniors citizens worried about how they will shop for groceries during the COVID-19 pandemic, tomorrow Zuppardo's Supermarket will open an hour early for senior customers only: 

-Doors open at 8am
-Customers must be 65+
-Store asks customers to bring IDs",United States,attention for any seniors citizens worried about how they will shop for groceries during the   pandemic tomorrow zuppardos supermarket will open an hour early for senior customers only doors open at   must be   asks customers to bring ids,2020-03-17
415,"Washington, DC",Mar,@HarrySteinDC Felt the same way! So we put this list  together for the top 20 chains. (Get ready to severely restrict your options): https://t.co/e2ZNXajPre,United States,harrysteindc felt the same way so we put this list  together for the top   chains get ready to severely restrict your options ,2020-03-16
27681,,Mar,"eWay now includes a dedicated web-chat for clients, available on weekdays from 9-5pm. Clients can also track the progression of their cases 24/7 from wherever they are #stayingintouch #puttingclientsfirst #eWay #casemanagement https://t.co/MMIDdXJle1",Italia,eway now includes a dedicated webchat for clients available on weekdays from   clients can also track the progression of their cases   from wherever they are stayingintouch puttingclientsfirst eway casemanagement ,2020-03-04
11548,Palmerston North,Mar,Supermarkets across the world now banning people from bringing in their own bags and re-issuing plastic bags. If only someone had stood up for public health and against virtue-signalling https://t.co/49nYS9iGYu,New Zealand / Aotearoa,supermarkets across the world now banning people from bringing in their own bags and reissuing plastic bags if only someone had stood up for public health and against virtuesignalling ,2020-03-20
13227,"Kansas, USA",Mar,WOH NEVER WORRY AGAIN But make sure the cat doesn t see it,United States,woh never worry again but make sure the cat doesn t see it,2020-03-21
17396,"Barcelona, Catalonia",Mar,The Russian #economy faces mounting risks of a slowdown after a pick up in February as the government is preparing to revise its spending priorities amid a drop in oil prices &amp; stalling business activity due to the global #coronavirus outbreak. https://t.co/vNGpFmJd77 #Russia,España,the russian economy faces mounting risks of a slowdown after a pick up in february as the government is preparing to revise its spending priorities amid a drop in oil prices amp stalling business activity due to the global coronavirus outbreak  russia,2020-03-23
20652,"Columbia, MO",Mar,"COVID-19 is putting increased demand on the local food bank. But food bank leaders say their supply should be fine. 

https://t.co/x0IrWBnMAj",United States,  is putting increased demand on the local food bank but food bank leaders say their supply should be fine ,2020-03-25
5120,visakhapatnam,Mar,"#Paracetamol is the first line medicine to cure #Coronavirus , No evidence on other drugs "" : Doctor At Landon School Of Hygiene &amp; Tropical Medicine

Video From BBC

Jagan Meedha Vunna Personal Hatred Tho Prajala Health Ni Risk Lo Pettakandi ??

@Kurmanath https://t.co/PbOT5Ejgz5",India,paracetamol is the first line medicine to cure coronavirus  no evidence on other drugs   doctor at landon school of hygiene amp tropical medicinevideo from bbcjagan meedha vunna personal hatred tho prajala health ni risk lo pettakandi kurmanath ,2020-03-18
3181,,Mar,"@TheSun The panic buying will continue for weeks, it will be fantastic for supermarket turnover.
#panicbuying #COVID2019",Italia,thesun the panic buying will continue for weeks it will be fantastic for supermarket turnoverpanicbuying  ,2020-03-18
15455,"Los Angeles, CA",Mar,"@Cliftonh @emptywheel One of the lobbying items is from insurance companies limiting prices paid for COVID-19 treatment.
Of course, then the hospitals are hit on that end and they need a bailout.
Bailouts all the way down.",United States,cliftonh emptywheel one of the lobbying items is from insurance companies limiting prices paid for   treatmentof course then the hospitals are hit on that end and they need a bailoutbailouts all the way down,2020-03-22
197,"Dallas, TX",Mar,"All the pasta, pasta sauce and pizza were sold out at the grocery store. Did everyone in Dallas become Italian grandmas? #Dallas #coronapocolypse #COVID2019",United States,all the pasta pasta sauce and pizza were sold out at the grocery store did everyone in dallas become italian grandmas dallas coronapocolypse  ,2020-03-16
7723,"Indianapolis, IN",Mar,"If you're reading this, I'm guessing that you're on social all day, too. 

Here's what's changing about the ads you're seeing: 

https://t.co/cOB2bk2ojm",United States,if youre reading this im guessing that youre on social all day too heres whats changing about the ads youre seeing ,2020-03-19
6761,Gurugram,Mar,The pandemic has directly impacted every industry and workplace due to consumer paranoia and rumors B2B space is no different Here is a take on safety from Virus during this lockdown,India,the pandemic has directly impacted every industry and workplace due to consumer paranoia and rumors   space is no different here is a take on safety from virus during this lockdown,2020-03-19
3309,United Kingdom,Mar,"#BAHAMAS: Prime Minister Dr. Hubert Minnis insisted yesterday that there is no need for panic shopping because of the coronavirus (COVID-19), as food wholesalers and suppliers have assured him that there is almost three months worth of food supply already on the island. https://t.co/rz9fMgnZY1",United Kingdom,bahamas prime minister dr hubert minnis insisted yesterday that there is no need for panic shopping because of the coronavirus   as food wholesalers and suppliers have assured him that there is almost three months worth of food supply already on the island ,2020-03-18
23045,"Santa Monica, CA",Mar,"We are so fortunate to work with companies that support their communities in times of need. @LVMH is utilizing their production facilities to make #handsanitizer, which they are providing free-of-charge to French health agencies. #coronavirus #COVID19 https://t.co/bv50FPancR",United States,we are so fortunate to work with companies that support their communities in times of need lvmh is utilizing their production facilities to make handsanitizer which they are providing freeofcharge to french health agencies coronavirus   ,2020-03-25
6641,"Suva, Fiji",Mar,"The Fijian Competition and Consumer Commission is looking into how businesses can mitigate the effects of COVID-19. 
#FBCNews #FijiNews #Fiji
More: https://t.co/Rb90fyr7we https://t.co/tCCuTunSOL",Viti,the fijian competition and consumer commission is looking into how businesses can mitigate the effects of   fbcnews fijinews fijimore  ,2020-03-19
2293,,Mar,LA rains stopped for a bit. Had a chance to walk the dog &amp; catch up with some neighbors. One who's a personal chef said police had to be called at our local grocery store cause people were grabbing food out of each other's hands. Stop it. There's no food shortages. #coronavirus,Italia,la rains stopped for a bit had a chance to walk the dog amp catch up with some neighbors one whos a personal chef said police had to be called at our local grocery store cause people were grabbing food out of each others hands stop it theres no food shortages coronavirus,2020-03-17
17500,"Toronto, Ontario",Mar,Are we doing enough to fight COVID-19? How to get a flight refund: CBC's Marketplace consumer cheat sheet - https://t.co/zj94p0lLS2 we doing enough to fight COVID-19? How to get a flight refund: CBC's Marketplace consumer cheat sheet https://t.co/IAyfePRr7b,Canada,are we doing enough to fight   how to get a flight refund cbcs marketplace consumer cheat sheet   we doing enough to fight   how to get a flight refund cbcs marketplace consumer cheat sheet ,2020-03-23
19527,"Wilmslow, England",Mar,In a time where all we have is TV for entertainment as we are unable to leave the house ? @SkyUK offer their subscribers extras to help cope with Covid-19 but when other companies are freezing rises and offering payment breaks @SkyUK rises their prices!! ? #cashinginonacrisis https://t.co/c0nSWujyFM,United Kingdom,in a time where all we have is tv for entertainment as we are unable to leave the house  skyuk offer their subscribers extras to help cope with   but when other companies are freezing rises and offering payment breaks skyuk rises their prices  cashinginonacrisis ,2020-03-24
22007,Toronto,Mar,Curious to know how Canadian consumer sentiment and behaviour are changing due to COVID 19 Mintel s latest research is out now,Canada,curious to know how canadian consumer sentiment and behaviour are changing due to covid   mintel s latest research is out now,2020-03-25
4336,"Surrey, Sussex or Cornwall",Mar,"Spare a thought for our amazing doctors and nurses. But also for the likes of supermarket workers: Just been in @Tesco #Guildford and it was like Christmas Eve. The new delivery of loo rolls almost gone and long queues, but staff just getting on with their jobs. #coronavirus",,spare a thought for our amazing doctors and nurses but also for the likes of supermarket workers just been in tesco guildford and it was like christmas eve the new delivery of loo rolls almost gone and long queues but staff just getting on with their jobs coronavirus,2020-03-18
24062,"Beaumont, Texas",Mar,"Madison's, a bar/restaurant in #Beaumont, pivots to become more like a grocery store during the Covid-19 pandemic. 

KFDM 4's Rocio de la Fe reports how the owner is managing to keep his doors open to serve the public.

https://t.co/cZD9OVJfRY https://t.co/YZhDf8XMkF",United States,madisons a barrestaurant in beaumont pivots to become more like a grocery store during the   pandemic kfdm   rocio de la fe reports how the owner is managing to keep his doors open to serve the public ,2020-03-26
15208,,Mar,"ATTENTION EVERYONE! 
Please be smart! Wash your hands frequently (or use hand sanitizer), practice social distancing, and STAY HOME so this virus doesn't spread. Its not that hard. 
#QuaratineLife
#coronavirus #COVID19 #ManlyQuarantineSurvivalTips #StayAtHome #COVID?19 #",Italia,attention everyone please be smart wash your hands frequently or use hand sanitizer practice social distancing and stay home so this virus doesnt spread its not that hard quaratinelifecoronavirus   manlyquarantinesurvivaltips stayathome   ,2020-03-22
19720,234,Mar,Consumer protection agency warns traders inflating prices on medications hygiene products via,Polska,consumer protection agency warns traders inflating prices on medications hygiene products via,2020-03-24
12673,"Abilene, Texas",Mar,@TimRunsHisMouth I'm thankful for lower gas prices and that there aren't any confirmed COVID-19 cases in Abilene as of yet.,United States,timrunshismouth im thankful for lower gas prices and that there arent any confirmed   cases in abilene as of yet,2020-03-21
11398,,Mar,"Spoke to a friend who's a Supermarket manager in the UK today.
People are queuing 20 deep before the shop open, and stripping it bare within a few hours... every single day.
What the hell is wrong with these people?
Morons.  
#panicbuying 
#coronavirus",Italia,spoke to a friend whos a supermarket manager in the uk todaypeople are queuing   deep before the shop open and stripping it bare within a few hours every single daywhat the hell is wrong with these peoplemorons  panicbuying coronavirus,2020-03-20
10936,"London, England",Mar,"I am a supermarket worker, my 8 year old niece is in a high risk category. Is it safe for me to go to work? Are supermarket workers at high risk of passing on COVID -19 to family members?
#bbcyourquestions",United Kingdom,i am a supermarket worker my   year old niece is in a high risk category is it safe for me to go to work are supermarket workers at high risk of passing on covid   to family membersbbcyourquestions,2020-03-20
18441,"Boulder, CO",Mar,"Tracking Consumer Attitude &amp; Behavior amid #Coronavirus we find ,ost Americans Are Now Concerned About COVID-19 According To @SRGbuzz tracking study https://t.co/S9mKD8i3oL and https://t.co/xfnI42klRs",Colombia,tracking consumer attitude amp behavior amid coronavirus we find ost americans are now concerned about   according to srgbuzz tracking study  and ,2020-03-23
16955,,Mar,Rice prices in the country rose from the beginning of this year by 20 to 30 per cent due to the drought and increasing demand in foreign markets amid the Covid 19 outbreak,Italia,rice prices in the country rose from the beginning of this year by   to   per cent due to the drought and increasing demand in foreign markets amid the covid   outbreak,2020-03-23
9456,"Chicago, IL",Mar,"As researchers, it is our job to keep the CBD and Cannabis industries informed on the impact of #COVID19. We created the Insight Response Center to do just that.

Social listening, new consumer data, and the latest analysis from our team of experts.

https://t.co/hYsOHUmD0g https://t.co/V8skvwOXSj",United States,as researchers it is our job to keep the cbd and cannabis industries informed on the impact of   we created the insight response center to do just thatsocial listening new consumer data and the latest analysis from our team of experts ,2020-03-20
7458,,Mar,"#Oil prices rebound after three-day plunge. but analysts say gains are likely to be limited as tumbling demand because of #coronavirus outbreak is compounded by collapse this month of deal between #OPEC, #Russia and others to curb supply
https://t.co/2iOaLAp0bd",Italia,oil prices rebound after threeday plunge but analysts say gains are likely to be limited as tumbling demand because of coronavirus outbreak is compounded by collapse this month of deal between opec russia and others to curb supply,2020-03-19
7083,"Cocklake, England",Mar,COVID-19 got whippet prices souring. everyone rushing to get their canisters so stock up while u can.,United Kingdom,  got whippet prices souring everyone rushing to get their canisters so stock up while u can,2020-03-19
23708,"Caledon, Ontario",Mar,Did you have questions and concerns after the news that an employee at a #Caledon grocery store was confirmed positive for #coronavirus? So did we. We asked Peel Public Health for answers. https://t.co/NccNKOfyjn,Canada,did you have questions and concerns after the news that an employee at a caledon grocery store was confirmed positive for coronavirus so did we we asked peel public health for answers ,2020-03-26
13060,"England, United Kingdom",Mar,#Covid_19 Asian communities in UK fighting over chicken and meat prices #ignorance #stupidity @Billal72073638,United Kingdom,  asian communities in uk fighting over chicken and meat prices ignorance stupidity  ,2020-03-21
3832,Al Hilal - C Ring Road,Mar,"#MoCI sets prices for hand #sanitisers, #disinfectants
@MOCIQATAR #Covid19 #Coronavirus 
#QatarUnited #Yoursafetyismysafety  https://t.co/Eg6rYTKWUC",قطر,moci sets prices for hand sanitisers disinfectantsmociqatar   coronavirus qatarunited yoursafetyismysafety  ,2020-03-18
9516,,Mar,"Unintended consequences...

https://t.co/lOyamQvRs4",Italia,unintended consequences,2020-03-20
1604,,Mar,"More lurking finance issues exposed by COVID 19's mkt effects- US debt (of all types)- a growing concern before, potential beast now.  Prudent gov't macro actions are required- the crisis will exacerbate at all levels.
@efipm summarizes.
@DailyFintech 

https://t.co/qR31BIM1rQ",Italia,more lurking finance issues exposed by covid   mkt effects us debt of all types a growing concern before potential beast now  prudent govt macro actions are required the crisis will exacerbate at all levelsefipm summarizesdailyfintech ,2020-03-17
1335,Chicagoland,Mar,One of the only #stores during this #covid19 #outbreak stocking #handsanitizer for under $10! #coronavirus #coronavirussupplies #stockup  TrinitySSWellness https://t.co/I46mNkk5jj  https://t.co/YkBAxZXgHf,United States,one of the only stores during this   outbreak stocking handsanitizer for under   coronavirus coronavirussupplies stockup  trinitysswellness   ,2020-03-17
1619,"Pennsylvania, USA",Mar,Hubs told me today that I should stock up on more parrishable food. What in the actual hell??!!! #COVID2019 #hunkerdown,United States,hubs told me today that i should stock up on more parrishable food what in the actual hell   hunkerdown,2020-03-17
24436, ,Mar,"How do these prices compare to #Oxvent??? #coronavirus How the UK plans to source 30,000 ventilators for the NHS

https://t.co/iDzxBTxAfV",,how do these prices compare to oxvent coronavirus how the uk plans to source   ventilators for the nhs,2020-03-26
4709,,Mar,We encourage all residents to practice social distancing. Keep a distance of 2 metres from others and limit the number of people you come into close contact with. This helps to prevent the spread of COVID-19. For more info visit https://t.co/Ge2WXTBY7H https://t.co/AYTQULAIMI,Italia,we encourage all residents to practice social distancing keep a distance of   metres from others and limit the number of people you come into close contact with this helps to prevent the spread of   for more info visit  ,2020-03-18
17125,India,Mar,"Dabur Sanitize #HandSanitizer 60%Alcohol Based

check Price- https://t.co/9j1vYrdzyU

#Sanitiser #Corona #GoCorona #StaySafe #VirusProtection #Amazon #Amazon???? #AmazonDeals #amazondeal #onlineshopping #onlineshop #shoponline #shop #ShopLocal #ShopeeMY #HandWash #CoronaVirus https://t.co/CUFYVm31CD",India,dabur sanitize handsanitizer   basedcheck price sanitiser corona gocorona staysafe virusprotection amazon amazon amazondeals amazondeal onlineshopping onlineshop shoponline shop shoplocal shopeemy handwash coronavirus ,2020-03-23
5780,England UK,Mar,"2 more people have been arrested due to #coronavirus where I live
1 person; was running around ASDA in a hazmat suit screaming ""I've got the virus"" deliberately scaring people.

2nd person been arrested for trying to stab supermarket security guard with a dirty hypodermic needle",United Kingdom,  more people have been arrested due to coronavirus where i   person was running around asda in a hazmat suit screaming ive got the virus deliberately scaring   person been arrested for trying to stab supermarket security guard with a dirty hypodermic needle,2020-03-19
16883,Surf Republic,Mar,"Now it's clear to me why all hoarded #ToiletPaper :)
All of them shitting their pants not because of #CoronaVirus but the #EquityMarkets.",India,now its clear to me why all hoarded toiletpaper all of them shitting their pants not because of coronavirus but the equitymarkets,2020-03-23
3691,"Stafford, Texas",Mar,How the outbreak is affecting grocery store policies. https://t.co/x7LM8IhesI #coronavirus https://t.co/t074R81f6Y,United States,how the outbreak is affecting grocery store policies  coronavirus ,2020-03-18
13961,,Mar,poopoo peepee caca I need toilet paper! #coronavirus #coronaviruscured #Toiletpaper,Italia,poopoo peepee caca i need toilet paper coronavirus coronaviruscured toiletpaper,2020-03-21
21819,Texas,Mar,Full list of regional and national chains installing plexiglass barriers at cash registers amid the pandemic Albertsons Fred Meyer Giant H E B King Soopers Kroger Publix Safeway Shaw s Walmart source,United States,full list of regional and national chains installing plexiglass barriers at cash registers amid the pandemic albertsons fred meyer giant h e b king soopers kroger publix safeway shaw s walmart source,2020-03-25
19914,SOUTH AFRICA,Mar,"Farmers and health workers are among those at the forefront of the fight against COVID-19. 

Regardless of the measures to enforce quarantine and social distancing, people will continue to demand food just like they will demand medical supplies. https://t.co/BbvpbvFEth",South Africa,farmers and health workers are among those at the forefront of the fight against   regardless of the measures to enforce quarantine and social distancing people will continue to demand food just like they will demand medical supplies ,2020-03-24
2656,"Harrisburg, PA",Mar,#Miami has a drive through #grocery store and because of #coronavirus business is booming https://t.co/BcaRUo3w68 via @MiamiHerald,United States,miami has a drive through grocery store and because of coronavirus business is booming  via miamiherald,2020-03-18
