,Tweet_id,User_id,TweetAt,Location,OriginalTweet,Country
186,1397685884200255491,1383079379798921222,2021-05-26 22:47:37,"Alberta, Canada","@Telling31608174 @just_me999999 99% of our followers are either already vaccinated or have an appointment. What's equally or more needed now, and where we have had a lot of success in using our platform, is advocacy around vaccine access and equity and pushing for the maximum vaccine coverage possible.",Canada
188,1397685882245705730,315053009,2021-05-26 22:47:36,,25 aged care centres have not received a first dose of COVID-19 vaccine in Victoria (4 scheduled for yesterday). @richardmcolbeck says it's going well. @ScottMorrisonMP this is totally unacceptable.,Italia
189,1397685881222336515,306844950,2021-05-26 22:47:36,"Cumbria, UK",@sotonDSN One thing that's irked me particularly on the political front is that the things not well regarded have been branded NHS (Track and Trace) and the things which have gone well have been attributed to Government (vaccine rollout).,United Kingdom
192,1397685875132092420,943009957615517696,2021-05-26 22:47:35,"Kuala Lumpur, Wilayah Persekut",same Nobel Prize winner who warned us about ADE post vaccine. https://t.co/lRHzrptsRP,N/A
194,1397685864428228612,1390069132331077635,2021-05-26 22:47:32,,@haryannvi But you need to account the amount of vaccine wasted too . In some sates wastage is around 35%.,Italia
195,1397685862582923271,2214544957,2021-05-26 22:47:32,,@campbellclaret @RishiSunak @michaelgove The answer to your question is the vaccine rollout. The answer to every question is the vaccine rollout.,Italia
196,1397685861177757710,222289630,2021-05-26 22:47:31,I BEG YOUR DAMN PARDON ,Mans got the vaccine and went crazy smmfh https://t.co/PSL04danla,N/A
197,1397685853623836677,2347049341,2021-05-26 22:47:29,,"Despite new CDC guidance, many people are still wearing masks after being vaccinated. Why? People are citing a mix of extra caution, fear of judgment, and distrust of public health messaging. https://t.co/azp3XHsp7C",Italia
198,1397685853540040709,73192207,2021-05-26 22:47:29,Museum of Idiots,"Everyone says the vaccine's side effects pass in a day or two but they don't tell you about how, 14 days later, you're hit by a sudden lack of external excuses for everything that's bad and wrong.",France
199,1397685825383538691,130707313,2021-05-26 22:47:23,Fill in the Blank,@RawStory Just so stupid. If you don't want the vaccine don't take it but don't interfere with civilised folks getting their vaccination.,N/A
201,1397685809831153667,796815262997745665,2021-05-26 22:47:19,,"@dennisandsandy @KenGardner11 Canada had a world leading Vaccine Lab, the idiotioc conservative PM, said we don't need it, we can depend on the US; (insert joke.) If you need a liver, heart.. transplant in Canada, you don't have to sell the ranch, can't say the same for the US. So, ""what's wrong with Canada?""",Italia
202,1397685804030439429,1374846502619639809,2021-05-26 22:47:18,Barb x Katycat,@bound2lance i knew the vaccine was weird https://t.co/FzliPcUP1j,N/A
205,1397685800905576448,1362103305715900416,2021-05-26 22:47:17,"Santa Clara County, CA",@sliccardo with masks. Still have a mask mandate &amp; abundance of caution is still a good idea if outdoors with strangers of unknowable vaccine status (plus kids),United States
206,1397685796526821377,1075886884394598402,2021-05-26 22:47:16,she 19,gonna start telling antivaxers that antivax propaganda is spread by the chinese government so the american population is weaker to their virus so they can take over (to get them to get the vaccine),Polska
208,1397685789278949376,88072872,2021-05-26 22:47:14,Boonwurrung land,I'm hearing 29 aged care facilities haven't even had one dose of the vaccine. Tell me... how many residential care homes where disabled people live haven't had even one dose? I want to hear those figures too. #Covid19vic #Melbourne,N/A
209,1397685777564422146,1137821689,2021-05-26 22:47:11,Dema,Lord when will I get my corona virus vaccine,Zimbabwe
210,1397685768118628355,2170206188,2021-05-26 22:47:09,"The Villages, FL","@65pjc @DrHorwitz It was a ridiculous conspiracy theory about the vaccine, basically suggesting that the virus was done to get the vaccine, for some sort of nefarious unstated purpose.",United States
211,1397685767657431048,1204652834324668416,2021-05-26 22:47:09,,"Mom of Conn. Teen Speaks After Son Suffers Heart Condition Days After COVID-19 Vaccine

https://t.co/3CqH03aE5w",Italia
212,1397685765035888640,1243897908832825345,2021-05-26 22:47:08,Hong Kong Sar,"@UN
@antonioguterres
@worldbank
@worldbankindia
@DavidMalpassWBG
@RahulGandhi
@EmmanuelMacron
@JoeBiden
@Madonna
@Schwarzenegger
When the vaccine immunity fails, the people of the world infected with the virus also need to use herbal medicine to treat critically ill patients https://t.co/xLmsXdPOiu",中国
216,1397685759361048589,21248588,2021-05-26 22:47:07,"Texas, USA","@Gogo6969 @funder Define side effects - do you mean sore arm or fatigued.  Because if those were removed, the number would be much smaller.   Also, the first case indicates the vaccine was given in Sept, 2020.  The first US vaccine was Dec, 2020.  Is this a global count?",United States
217,1397685755661590529,2262542771,2021-05-26 22:47:06,"Melbourne, Victoria",If Victoria goes into lockdown it because hotel aren't suitable for quarantine and the vaccine roll out has been a shambles. #auspol #springst #vicpol #CovidVic,Australia
219,1397685752482308099,3243174200,2021-05-26 22:47:05,,"""Has the specific risk of ADE, immunopathology,   autoimmunity, and serious adverse reactions been  clearly disclosed  to  vaccine  recipients to  meet the  medical  ethics  standard of patient understanding for informed consent?""",Italia
220,1397685752364892164,102263707,2021-05-26 22:47:05,"Melbourne, Victoria","Two big Australian artists have gotten exemptions to tour overseas later this year, which then grants them access to vaccines https://t.co/OCZB228ZKW",Australia
229,1397685714574323714,1480958478,2021-05-26 22:46:56,"England, United Kingdom","@dagdelen_hayri Plausible but not proven. One to watch from not only him but other virologists, immunologists, cell biologists &amp; vaccine developers. This is leading edge technology with many short &amp; long term potential &amp; actual problems currently not fully understood.",United Kingdom
230,1397685713001275392,3120694598,2021-05-26 22:46:56,Australia,First Man To Get COVID Vaccine Dies In Britain https://t.co/y5kjhgz2f3 via @desi_engine,Australia
231,1397685712619667467,1100098812582846465,2021-05-26 22:46:56,,So proud of my daughter Hope. She couldn't wait to get her covid vaccine shot. #Rse#EMMS#RiseAsOne#ClintISD https://t.co/L7dUvzmy06,Italia
232,1397685708354048002,253631366,2021-05-26 22:46:55,"Clearfield, Utah","And, guess what??? If you get your vaccine here, you'll also get a 1 day swim pass!!! How cool is that?!?! @ClearfieldCity https://t.co/2OHDlmRoUi",United States
234,1397685685516128259,797930823504818177,2021-05-26 22:46:49,,"@RockinAngelRose @ky_statesman WHY does he keep touting his killer vaccine?  Somebody show him the stats, videos, whatever!  Or is he part of it?  Why says he nothing about the patriots still in jail over Jan. 6 - why does he not care about Ashli Babbit?",Italia
236,1397685670391566341,1034626664909746176,2021-05-26 22:46:46,"Texas, USA",@VVission123 RH- is the group resistant to COVID also the group that is having bad reactions to the vaccine.  It is a group being targeted.,United States
237,1397685662560575488,2225421356,2021-05-26 22:46:44,3012,Everyone who wants a vaccine should be able to go and get one.,Norge
239,1397685650179039232,3301023590,2021-05-26 22:46:41,"Mornington Peninsula, Vic.",Jane Gilmore: All the things that carry more risk than the AstraZeneca vaccine | The New Daily https://t.co/Uu2UyZ6Eje,Australia
240,1397685646202970117,703741617316868097,2021-05-26 22:46:40,Land of poutine & politeness.,"75% Indigenous adults have now received one dose of a #COVID19 vaccine.

That is #GoodNews #Canada 
Minister Miller (@Min_IndServ )",N/A
241,1397685643740958721,2206255211,2021-05-26 22:46:39,,"@auvius If the virus is replicating in your body anytime before the vaccine immune response is protective and at rest, it could exacerbate the disease.",Italia
242,1397685642369409024,1026186810676801536,2021-05-26 22:46:39,"Puyallup, WA","Despite the safety and efficacy of the current roster of vaccines, there are still some who are hesitant. It would be easy to write these people off as stupid or call them idiots. That would be a mistake. Read my SkepDoc's Corner in the @SkeptInquirer https://t.co/oxy0WR4r86",United States
245,1397685636170145792,31491846,2021-05-26 22:46:38,,"@Mikey_Poirier @viaCristiano @oliverdarcy @Techmeme they started cutting away from the briefings. The two most significant decision regarding the prevention of the virus were announced as part of the briefings. The China travel ban and Operation Warp Speed, of which you received your vaccine from.",Italia
247,1397685631795437576,264807187,2021-05-26 22:46:37,,"Has anyone evidence of parallels, timelines between UK &amp; Aus handling of pandemic? Vaccine ,Nursing homes, herd immunity theory, quarantine failure. Watching Sky UK could be watching Sky Aus scandals https://t.co/NfepZxqzhJ",Italia
249,1397685627420823552,1308782873567268866,2021-05-26 22:46:35,,"@nataliexdean In addition, I would still like to see a separation of the protection with mRNA vaccines and the adenovirus vaccine, if one exists.",Italia
250,1397685621607440385,1317908984397844480,2021-05-26 22:46:34,,@TravelEatPlayDo @CMOH_Alberta @jkenney I think that is why @jkenney and @CMOH_Alberta  are pushing the vaccine so hard.  Both Jason and Deena are getting rich off of this.,Italia
251,1397685621586415620,1195281495776088064,2021-05-26 22:46:34,,@drharshvardhan @drashwathcn @PMOIndia absolute rubbish - he talks about vaccine vaccine whereas we are not getting slots for vaccination in Bengaluru .....@narendramodi @AmitShah You please set basic intelligence level requirement  for your ministers #wheniwillgetvaccine @BSYBJP Dr Harsh Vardhan anyways lacks brain https://t.co/yzKabvslMw,Italia
252,1397685616356245504,1344390112063467520,2021-05-26 22:46:33,,Anyone seemed the least bit concerned that state are bribing people to get vaccinated with a non-approved FDA vaccine.  Just asking,Italia
254,1397685608793915394,1197214049571880965,2021-05-26 22:46:31,United States,Vaccine is better than long term lung damage https://t.co/A3nYZCZajI,United States
255,1397685605807624194,574030924,2021-05-26 22:46:30,America,Yup! Because they need to mark those of us who refuse the experimental vaccine with a scarlet letter https://t.co/lqD0WGiECG,Nederland
257,1397685600665444355,183007711,2021-05-26 22:46:29,Melbourne,"@GregHuntMP and @ScottMorrisonMP are to blame for Melbourne's impending lockdown. 

No one else. Too slow to react, lied about Vaccine roll out and no federal quarantine. 

Don't vote them back in. #auspol2021",Australia
258,1397685598396190721,32283017,2021-05-26 22:46:29,Southern California,"Russia tried to spread dangerous lies about Pfizer vaccine, France suspects - Ars Technica https://t.co/CDzTGBthFg",United States
260,1397685594193502209,7111982,2021-05-26 22:46:28,"Ako, Hyōgo","The reservation system proudly uses the QR code (invented in Japan!). It comes through the mail (JP Post ftw!). It comes with a paper trail, the reservation ticket doubles as a nationwide (intl?) vaccine passport (bureaucracy ftw!). And it prioritizes the ruling class(austerity!)",日本
263,1397685591609860097,958161746673520645,2021-05-26 22:46:27,within my mind,@MikeDeWine your #vaxamillion has not encouraged me to get a vaccine. Now if you offer me guaranteed direct pay that might finally convince me to get a COVID19 vaccine.,N/A
265,1397685573377310722,210067442,2021-05-26 22:46:23,Mars,@DaniSavvyWright @MrJasonAlex Give it a year before I take the vaccine,France
266,1397685571133358083,1248398636121284608,2021-05-26 22:46:22,,@noodlesandhoney Are you sick because of the vaccine?,Italia
269,1397685564212748289,241698779,2021-05-26 22:46:20,Karl-Marx Stadt,@HCimiez @GTwoey @ianbrown Oh I guess I worked in an imaginary vaccine institute for the last 15 years then...?,Deutschland
270,1397685563776540679,1392196803735527431,2021-05-26 22:46:20,,@chicagotribune I HOPE THESE COMPANIES END UP CLOSEING DOWN AND GOING BANKRUPT FOR TRYING TO FORCE PEOPLE INTO SUBMISSION Y R PEOPLE BETTING THEIR LIVES FOR A GOVERNMENT EXPERIMENTAL VACCINE THAT WILL NEVER EVER STOP DEATH OR STOP ANY KIND OF FLU VIRUS LAWYERS STAND FOR THE CITIZENS PLEASE,Italia
271,1397685558835433475,840430419732455424,2021-05-26 22:46:19,,"@ukcolumn Washington DC bill B23-0171, enacted into law Dec 23, 2020, allows for children aged 11 to be injected without parents' consent or knowledge, and allows for schools not to inform parents that children had been injected with nano technology. Software is no vaccine.",Italia
273,1397685548114972678,930424388855435264,2021-05-26 22:46:17,"Geneva, Switzerland",China Sidesteps COVAX Vaccine Donations; Africa Highlights Pandemic Fallout on Health Systems &amp; Societies https://t.co/urlldTG7xs https://t.co/hE4LHstuhy,Schweiz/Suisse/Svizzera/Svizra
275,1397685539164229633,182644182,2021-05-26 22:46:14,City By The Bay,"@501Awani @melisa_idris @SharaadKuttan @UMS_EcoCampus Its not so much abt being 'anti vaccine'.More towards the way its being rolled out. Started with the 'rush job' the vaccine came out. In our case, the initial roll-out speaks volumes on who gets it first w/o considering who/where matters most. The spread could hv been contained.",India
